Time measured;Middeltemperatur i 2m høyde (TM);Globalstråling (Q0)
2018-01-06 14:00:00+01;-1.2;6.0
2018-01-06 15:00:00+01;-2.2;0.0
2018-01-06 16:00:00+01;-2.1;0.0
2018-01-06 17:00:00+01;-2.3;0.0
2018-01-06 18:00:00+01;-2.2;0.0
2018-01-06 19:00:00+01;-2.0;0.0
2018-01-06 20:00:00+01;-1.8;0.0
2018-01-06 21:00:00+01;-1.6;0.0
2018-01-06 22:00:00+01;-1.4;0.0
2018-01-06 23:00:00+01;-1.2;0.0
2018-01-07 00:00:00+01;-1.2;0.0
2018-01-07 01:00:00+01;-0.7;0.0
2018-01-07 02:00:00+01;-0.1;0.0
2018-01-07 03:00:00+01;0.0;0.0
2018-01-07 04:00:00+01;0.7;0.0
2018-01-07 05:00:00+01;1.2;0.0
2018-01-07 06:00:00+01;2.2;0.0
2018-01-07 07:00:00+01;2.5;0.0
2018-01-07 08:00:00+01;0.9;0.0
2018-01-07 09:00:00+01;0.3;0.0
2018-01-07 10:00:00+01;1.0;1.4
2018-01-07 11:00:00+01;1.3;5.1
2018-01-07 12:00:00+01;1.0;6.2
2018-01-07 13:00:00+01;1.1;9.5
2018-01-07 14:00:00+01;1.3;4.5
2018-01-07 15:00:00+01;1.1;0.0
2018-01-07 16:00:00+01;0.6;0.0
2018-01-07 17:00:00+01;0.1;0.0
2018-01-07 18:00:00+01;0.3;0.0
2018-01-07 19:00:00+01;0.4;0.0
2018-01-07 20:00:00+01;0.5;0.0
2018-01-07 21:00:00+01;0.6;0.0
2018-01-07 22:00:00+01;1.0;0.0
2018-01-07 23:00:00+01;1.1;0.0
2018-01-08 00:00:00+01;1.5;0.0
2018-01-08 01:00:00+01;2.0;0.0
2018-01-08 02:00:00+01;2.3;0.0
2018-01-08 03:00:00+01;2.3;0.0
2018-01-08 04:00:00+01;2.5;0.0
2018-01-08 05:00:00+01;2.7;0.0
2018-01-08 06:00:00+01;3.4;0.0
2018-01-08 07:00:00+01;4.2;0.0
2018-01-08 08:00:00+01;4.5;0.0
2018-01-08 09:00:00+01;4.7;0.0
2018-01-08 10:00:00+01;4.8;15.9
2018-01-08 11:00:00+01;4.1;26.2
2018-01-08 12:00:00+01;3.2;37.0
2018-01-08 13:00:00+01;2.6;38.0
2018-01-08 14:00:00+01;2.0;16.7
2018-01-08 15:00:00+01;1.6;0.0
2018-01-08 16:00:00+01;1.4;0.0
2018-01-08 17:00:00+01;0.6;0.0
2018-01-08 18:00:00+01;0.1;0.0
2018-01-08 19:00:00+01;0.3;0.0
2018-01-08 20:00:00+01;0.2;0.0
2018-01-08 21:00:00+01;-0.8;0.0
2018-01-08 22:00:00+01;-0.5;0.0
2018-01-08 23:00:00+01;-0.5;0.0
2018-01-09 00:00:00+01;-0.5;0.0
2018-01-09 01:00:00+01;-0.9;0.0
2018-01-09 02:00:00+01;-1.1;0.0
2018-01-09 03:00:00+01;-1.3;0.0
2018-01-09 04:00:00+01;-1.6;0.0
2018-01-09 05:00:00+01;-1.0;0.0
2018-01-09 06:00:00+01;-0.3;0.0
2018-01-09 07:00:00+01;-1.4;0.0
2018-01-09 08:00:00+01;-1.9;0.0
2018-01-09 09:00:00+01;-2.0;0.0
2018-01-09 10:00:00+01;-2.1;11.4
2018-01-09 11:00:00+01;-1.6;47.5
2018-01-09 12:00:00+01;-1.4;34.1
2018-01-09 13:00:00+01;-1.4;18.4
2018-01-09 14:00:00+01;-1.4;12.6
2018-01-09 15:00:00+01;-1.3;1.1
2018-01-09 16:00:00+01;-1.3;0.0
2018-01-09 17:00:00+01;-1.1;0.0
2018-01-09 18:00:00+01;-1.5;0.0
2018-01-09 19:00:00+01;-1.4;0.0
2018-01-09 20:00:00+01;-1.5;0.0
2018-01-09 21:00:00+01;-1.6;0.0
2018-01-09 22:00:00+01;-1.8;0.0
2018-01-09 23:00:00+01;-2.0;0.0
2018-01-10 00:00:00+01;-2.2;0.0
2018-01-10 01:00:00+01;-1.9;0.0
2018-01-10 02:00:00+01;-1.4;0.0
2018-01-10 03:00:00+01;-1.0;0.0
2018-01-10 04:00:00+01;-0.0;0.0
2018-01-10 05:00:00+01;0.2;0.0
2018-01-10 06:00:00+01;1.3;0.0
2018-01-10 07:00:00+01;2.0;0.0
2018-01-10 08:00:00+01;1.7;0.0
2018-01-10 09:00:00+01;2.3;0.6
2018-01-10 10:00:00+01;2.9;15.0
2018-01-10 11:00:00+01;6.8;59.9
2018-01-10 12:00:00+01;8.9;41.5
2018-01-10 13:00:00+01;7.1;19.1
2018-01-10 14:00:00+01;7.3;12.3
2018-01-10 15:00:00+01;5.7;0.3
2018-01-10 16:00:00+01;4.9;0.0
2018-01-10 17:00:00+01;5.9;0.0
2018-01-10 18:00:00+01;5.9;0.0
2018-01-10 19:00:00+01;7.5;0.0
2018-01-10 20:00:00+01;9.1;0.0
2018-01-10 21:00:00+01;9.1;0.0
2018-01-10 22:00:00+01;7.7;0.0
2018-01-10 23:00:00+01;7.3;0.0
2018-01-11 00:00:00+01;5.4;0.0
2018-01-11 01:00:00+01;5.9;0.0
2018-01-11 02:00:00+01;7.4;0.0
2018-01-11 03:00:00+01;5.8;0.0
2018-01-11 04:00:00+01;5.5;0.0
2018-01-11 05:00:00+01;4.8;0.0
2018-01-11 06:00:00+01;4.1;0.0
2018-01-11 07:00:00+01;3.3;0.0
2018-01-11 08:00:00+01;3.7;0.0
2018-01-11 09:00:00+01;2.8;0.0
2018-01-11 10:00:00+01;3.7;8.1
2018-01-11 11:00:00+01;3.8;16.8
2018-01-11 12:00:00+01;3.9;28.0
2018-01-11 13:00:00+01;3.9;34.5
2018-01-11 14:00:00+01;3.3;13.3
2018-01-11 15:00:00+01;2.9;1.3
2018-01-11 16:00:00+01;2.3;0.0
2018-01-11 17:00:00+01;1.9;0.0
2018-01-11 18:00:00+01;1.9;0.0
2018-01-11 19:00:00+01;2.3;0.0
2018-01-11 20:00:00+01;2.2;0.0
2018-01-11 21:00:00+01;2.4;0.0
2018-01-11 22:00:00+01;2.3;0.0
2018-01-11 23:00:00+01;2.1;0.0
2018-01-12 00:00:00+01;2.1;0.0
2018-01-12 01:00:00+01;2.6;0.0
2018-01-12 02:00:00+01;2.1;0.0
2018-01-12 03:00:00+01;2.2;0.0
2018-01-12 04:00:00+01;2.1;0.0
2018-01-12 05:00:00+01;2.1;0.0
2018-01-12 06:00:00+01;1.4;0.0
2018-01-12 07:00:00+01;0.5;0.0
2018-01-12 08:00:00+01;0.8;0.0
2018-01-12 09:00:00+01;0.8;0.6
2018-01-12 10:00:00+01;0.7;18.9
2018-01-12 11:00:00+01;1.6;68.4
2018-01-12 12:00:00+01;1.7;51.3
2018-01-12 13:00:00+01;1.1;34.6
2018-01-12 14:00:00+01;1.0;20.8
2018-01-12 15:00:00+01;0.2;3.6
2018-01-12 16:00:00+01;0.3;0.0
